Match ID,Team ID,Team Name,Match URL,Match History
314325,6387,BLEED,https://www.vlr.gg/314318/bleed-vs-detonation-focusme-champions-tour-2024-pacific-stage-1-w3,BLD ban Icebox; DFM ban Bind; BLD pick Lotus; DFM pick Split; BLD ban Sunset; DFM ban Breeze; Ascent remains
314325,6387,BLEED,https://www.vlr.gg/314316/bleed-vs-zeta-division-champions-tour-2024-pacific-stage-1-w2,BLD ban Icebox; ZETA ban Breeze; BLD pick Sunset; ZETA pick Ascent; BLD ban Split; ZETA ban Bind; Lotus remains
314325,6387,BLEED,https://www.vlr.gg/314312/bleed-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-1-w2,BLD ban Ascent; RRQ ban Sunset; BLD pick Lotus; RRQ pick Icebox; BLD ban Split; RRQ ban Bind; Breeze remains
314325,6387,BLEED,https://www.vlr.gg/314303/bleed-vs-talon-esports-champions-tour-2024-pacific-stage-1-w1,TLN ban Breeze; BLD ban Ascent; TLN pick Lotus; BLD pick Bind; TLN ban Split; BLD ban Sunset; Icebox remains
314325,6387,BLEED,https://www.vlr.gg/296738/bleed-vs-global-esports-champions-tour-2024-pacific-kickoff-elim-a,GE ban Lotus; BLD ban Ascent; GE pick Sunset; BLD pick Icebox; GE ban Breeze; BLD ban Bind; Split remains
314325,6387,BLEED,https://www.vlr.gg/296735/t1-vs-bleed-champions-tour-2024-pacific-kickoff-opening-a,BLD ban Ascent; T1 ban Icebox; BLD pick Breeze; T1 pick Lotus; BLD ban Sunset; T1 ban Bind; Split remains
314325,6387,BLEED,https://www.vlr.gg/287762/detonation-focusme-vs-bleed-riot-games-one-2023-d2,DFM ban Bind; BLD ban Split; DFM ban Lotus; BLD ban Sunset; DFM ban Breeze; BLD ban Ascent; Haven remains
314325,624,Paper Rex,https://www.vlr.gg/314324/global-esports-vs-paper-rex-champions-tour-2024-pacific-stage-1-w3,PRX ban Breeze; GE ban Bind; PRX pick Sunset; GE pick Icebox; PRX ban Ascent; GE ban Lotus; Split remains
314325,624,Paper Rex,https://www.vlr.gg/314320/team-secret-vs-paper-rex-champions-tour-2024-pacific-stage-1-w3,TS ban Bind; PRX ban Breeze; TS pick Icebox; PRX pick Sunset; TS ban Lotus; PRX ban Ascent; Split remains
314325,624,Paper Rex,https://www.vlr.gg/314309/gen-g-vs-paper-rex-champions-tour-2024-pacific-stage-1-w2,GEN ban Sunset; PRX ban Breeze; GEN pick Lotus; PRX pick Icebox; GEN ban Split; PRX ban Ascent; Bind remains
314325,624,Paper Rex,https://www.vlr.gg/314304/t1-vs-paper-rex-champions-tour-2024-pacific-stage-1-w1,T1 ban Icebox; PRX ban Breeze; T1 pick Lotus; PRX pick Bind; T1 ban Split; PRX ban Ascent; Sunset remains
314325,624,Paper Rex,https://www.vlr.gg/312781/sentinels-vs-paper-rex-champions-tour-2024-masters-madrid-lbf,SEN ban Breeze; PRX ban Icebox; SEN pick Lotus; PRX pick Ascent; SEN pick Split; PRX pick Sunset; Bind remains
314325,624,Paper Rex,https://www.vlr.gg/312780/paper-rex-vs-loud-champions-tour-2024-masters-madrid-lr1,LOUD ban Split; PRX ban Icebox; LOUD pick Ascent; PRX pick Sunset; LOUD ban Lotus; PRX ban Breeze; Bind remains
314325,624,Paper Rex,https://www.vlr.gg/312777/gen-g-vs-paper-rex-champions-tour-2024-masters-madrid-ubsf,PRX ban Icebox; GEN ban Sunset; PRX pick Split; GEN pick Lotus; PRX ban Breeze; GEN ban Bind; Ascent remains
319785,731,TYLOO,https://www.vlr.gg/319781/tyloo-vs-nova-esports-champions-tour-2024-china-stage-1-w3,TYL ban Sunset; NOVA ban Breeze; TYL pick Icebox; NOVA pick Ascent; TYL ban Lotus; NOVA ban Bind; Split remains
319785,731,TYLOO,https://www.vlr.gg/319776/tyloo-vs-edward-gaming-champions-tour-2024-china-stage-1-w2,EDG ban Lotus; TYL ban Breeze; EDG pick Sunset; TYL pick Bind; EDG ban Ascent; TYL ban Icebox; Split remains
319785,731,TYLOO,https://www.vlr.gg/319765/bilibili-gaming-vs-tyloo-champions-tour-2024-china-stage-1-w1,TYL ban Sunset; BLG ban Ascent; TYL pick Bind; BLG pick Icebox; TYL ban Breeze; BLG ban Split; Lotus remains
319785,731,TYLOO,https://www.vlr.gg/298690/tyloo-vs-nova-esports-champions-tour-2024-china-kickoff-elim-a,TYL ban Sunset; NOVA ban Breeze; TYL pick Ascent; NOVA pick Split; TYL ban Lotus; NOVA ban Icebox; Bind remains
319785,731,TYLOO,https://www.vlr.gg/298687/trace-esports-vs-tyloo-champions-tour-2024-china-kickoff-opening-a,TYL ban Lotus; TE ban Icebox; TYL pick Ascent; TE pick Sunset; TYL ban Breeze; TE ban Bind; Split remains
